Source,Target,Type,Id,Label,timeset,Weight,END1,TIE-MODE,END2,LABEL-COLOR,THICKNESS,SHAPE,BREED,COLOR,HIDDEN?
urban 3554,urban 4690,Undirected,11197,,,1,(urban 3554),none,(urban 4690),9.9,0,default,urbanangrycollectives,0,true
urban 5092,urban 5329,Undirected,11198,,,1,(urban 5092),none,(urban 5329),9.9,0,default,urbanangrycollectives,0,true
urban 793,urban 1863,Undirected,11199,,,1,(urban 793),none,(urban 1863),9.9,0,default,urbanangrycollectives,0,true
urban 2285,urban 5490,Undirected,11200,,,1,(urban 2285),none,(urban 5490),9.9,0,default,urbanangrycollectives,0,true
urban 4120,urban 5227,Undirected,11201,,,1,(urban 4120),none,(urban 5227),9.9,0,default,urbanangrycollectives,0,true
urban 2462,urban 5901,Undirected,11202,,,1,(urban 2462),none,(urban 5901),9.9,0,default,urbanangrycollectives,0,true
urban 589,urban 5610,Undirected,11203,,,1,(urban 589),none,(urban 5610),9.9,0,default,urbanangrycollectives,0,true
urban 5286,urban 5713,Undirected,11204,,,1,(urban 5286),none,(urban 5713),9.9,0,default,urbanangrycollectives,0,true
urban 943,urban 2811,Undirected,11205,,,1,(urban 943),none,(urban 2811),9.9,0,default,urbanangrycollectives,0,true
urban 4628,urban 4691,Undirected,11206,,,1,(urban 4628),none,(urban 4691),9.9,0,default,urbanangrycollectives,0,true
urban 1454,urban 3369,Undirected,11207,,,1,(urban 1454),none,(urban 3369),9.9,0,default,urbanangrycollectives,0,true
urban 985,urban 5889,Undirected,11208,,,1,(urban 985),none,(urban 5889),9.9,0,default,urbanangrycollectives,0,true
urban 4122,urban 5307,Undirected,11209,,,1,(urban 4122),none,(urban 5307),9.9,0,default,urbanangrycollectives,0,true
urban 1308,urban 3077,Undirected,11210,,,1,(urban 1308),none,(urban 3077),9.9,0,default,urbanangrycollectives,0,true
urban 640,urban 5043,Undirected,11211,,,1,(urban 640),none,(urban 5043),9.9,0,default,urbanangrycollectives,0,true
urban 2973,urban 4839,Undirected,11212,,,1,(urban 2973),none,(urban 4839),9.9,0,default,urbanangrycollectives,0,true
urban 544,urban 700,Undirected,11213,,,1,(urban 544),none,(urban 700),9.9,0,default,urbanangrycollectives,0,true
urban 2404,urban 4558,Undirected,11214,,,1,(urban 2404),none,(urban 4558),9.9,0,default,urbanangrycollectives,0,true
urban 4273,urban 4846,Undirected,11215,,,1,(urban 4273),none,(urban 4846),9.9,0,default,urbanangrycollectives,0,true
urban 5998,urban 6033,Undirected,11216,,,1,(urban 5998),none,(urban 6033),9.9,0,default,urbanangrycollectives,0,true
urban 2012,urban 6289,Undirected,11217,,,1,(urban 2012),none,(urban 6289),9.9,0,default,urbanangrycollectives,0,true
urban 1362,urban 3087,Undirected,11218,,,1,(urban 1362),none,(urban 3087),9.9,0,default,urbanangrycollectives,0,true
urban 4289,urban 5745,Undirected,11219,,,1,(urban 4289),none,(urban 5745),9.9,0,default,urbanangrycollectives,0,true
urban 2699,urban 5992,Undirected,11220,,,1,(urban 2699),none,(urban 5992),9.9,0,default,urbanangrycollectives,0,true
urban 2081,urban 5063,Undirected,11221,,,1,(urban 2081),none,(urban 5063),9.9,0,default,urbanangrycollectives,0,true
urban 1178,urban 2208,Undirected,11222,,,1,(urban 1178),none,(urban 2208),9.9,0,default,urbanangrycollectives,0,true
urban 972,urban 5684,Undirected,11223,,,1,(urban 972),none,(urban 5684),9.9,0,default,urbanangrycollectives,0,true
urban 550,urban 5000,Undirected,11224,,,1,(urban 550),none,(urban 5000),9.9,0,default,urbanangrycollectives,0,true
urban 2994,urban 3026,Undirected,11225,,,1,(urban 2994),none,(urban 3026),9.9,0,default,urbanangrycollectives,0,true
urban 2331,urban 5594,Undirected,11226,,,1,(urban 2331),none,(urban 5594),9.9,0,default,urbanangrycollectives,0,true
urban 1003,urban 4580,Undirected,11227,,,1,(urban 1003),none,(urban 4580),9.9,0,default,urbanangrycollectives,0,true
urban 2222,urban 5865,Undirected,11228,,,1,(urban 2222),none,(urban 5865),9.9,0,default,urbanangrycollectives,0,true
urban 2476,urban 4751,Undirected,11229,,,1,(urban 2476),none,(urban 4751),9.9,0,default,urbanangrycollectives,0,true
urban 4206,urban 5598,Undirected,11230,,,1,(urban 4206),none,(urban 5598),9.9,0,default,urbanangrycollectives,0,true
urban 1627,urban 2560,Undirected,11231,,,1,(urban 1627),none,(urban 2560),9.9,0,default,urbanangrycollectives,0,true
urban 2618,urban 5930,Undirected,11232,,,1,(urban 2618),none,(urban 5930),9.9,0,default,urbanangrycollectives,0,true
urban 3096,urban 4308,Undirected,11233,,,1,(urban 3096),none,(urban 4308),9.9,0,default,urbanangrycollectives,0,true
urban 177,urban 2560,Undirected,11234,,,1,(urban 177),none,(urban 2560),9.9,0,default,urbanangrycollectives,0,true
urban 785,urban 6177,Undirected,11235,,,1,(urban 785),none,(urban 6177),9.9,0,default,urbanangrycollectives,0,true
urban 2244,urban 3100,Undirected,11236,,,1,(urban 2244),none,(urban 3100),9.9,0,default,urbanangrycollectives,0,true
urban 1447,urban 4894,Undirected,11237,,,1,(urban 1447),none,(urban 4894),9.9,0,default,urbanangrycollectives,0,true
urban 984,urban 2361,Undirected,11238,,,1,(urban 984),none,(urban 2361),9.9,0,default,urbanangrycollectives,0,true
urban 1954,urban 2473,Undirected,11239,,,1,(urban 1954),none,(urban 2473),9.9,0,default,urbanangrycollectives,0,true
urban 4442,urban 5186,Undirected,11240,,,1,(urban 4442),none,(urban 5186),9.9,0,default,urbanangrycollectives,0,true
urban 321,urban 3338,Undirected,11241,,,1,(urban 321),none,(urban 3338),9.9,0,default,urbanangrycollectives,0,true
urban 3062,urban 4444,Undirected,11242,,,1,(urban 3062),none,(urban 4444),9.9,0,default,urbanangrycollectives,0,true
urban 1971,urban 4575,Undirected,11243,,,1,(urban 1971),none,(urban 4575),9.9,0,default,urbanangrycollectives,0,true
urban 1711,urban 4800,Undirected,11244,,,1,(urban 1711),none,(urban 4800),9.9,0,default,urbanangrycollectives,0,true
urban 1369,urban 2502,Undirected,11245,,,1,(urban 1369),none,(urban 2502),9.9,0,default,urbanangrycollectives,0,true
urban 1358,urban 2879,Undirected,11246,,,1,(urban 1358),none,(urban 2879),9.9,0,default,urbanangrycollectives,0,true
urban 4359,urban 4676,Undirected,11247,,,1,(urban 4359),none,(urban 4676),9.9,0,default,urbanangrycollectives,0,true
urban 3657,urban 5681,Undirected,11248,,,1,(urban 3657),none,(urban 5681),9.9,0,default,urbanangrycollectives,0,true
urban 1868,urban 4856,Undirected,11249,,,1,(urban 1868),none,(urban 4856),9.9,0,default,urbanangrycollectives,0,true
urban 985,urban 3235,Undirected,11250,,,1,(urban 985),none,(urban 3235),9.9,0,default,urbanangrycollectives,0,true
urban 705,urban 1040,Undirected,11251,,,1,(urban 705),none,(urban 1040),9.9,0,default,urbanangrycollectives,0,true
urban 2503,urban 5371,Undirected,11252,,,1,(urban 2503),none,(urban 5371),9.9,0,default,urbanangrycollectives,0,true
urban 879,urban 3964,Undirected,11253,,,1,(urban 879),none,(urban 3964),9.9,0,default,urbanangrycollectives,0,true
urban 1608,urban 3174,Undirected,11254,,,1,(urban 1608),none,(urban 3174),9.9,0,default,urbanangrycollectives,0,true
urban 1234,urban 4814,Undirected,11255,,,1,(urban 1234),none,(urban 4814),9.9,0,default,urbanangrycollectives,0,true
urban 2715,urban 2793,Undirected,11256,,,1,(urban 2715),none,(urban 2793),9.9,0,default,urbanangrycollectives,0,true
urban 2451,urban 3087,Undirected,11257,,,1,(urban 2451),none,(urban 3087),9.9,0,default,urbanangrycollectives,0,true
urban 679,urban 2380,Undirected,11258,,,1,(urban 679),none,(urban 2380),9.9,0,default,urbanangrycollectives,0,true
urban 4953,urban 4997,Undirected,11259,,,1,(urban 4953),none,(urban 4997),9.9,0,default,urbanangrycollectives,0,true
urban 1362,urban 1512,Undirected,11260,,,1,(urban 1362),none,(urban 1512),9.9,0,default,urbanangrycollectives,0,true
urban 1848,urban 3424,Undirected,11261,,,1,(urban 1848),none,(urban 3424),9.9,0,default,urbanangrycollectives,0,true
urban 813,urban 4961,Undirected,11262,,,1,(urban 813),none,(urban 4961),9.9,0,default,urbanangrycollectives,0,true
urban 2430,urban 6159,Undirected,11263,,,1,(urban 2430),none,(urban 6159),9.9,0,default,urbanangrycollectives,0,true
urban 968,urban 1737,Undirected,11264,,,1,(urban 968),none,(urban 1737),9.9,0,default,urbanangrycollectives,0,true
urban 1914,urban 6094,Undirected,11265,,,1,(urban 1914),none,(urban 6094),9.9,0,default,urbanangrycollectives,0,true
urban 1059,urban 5419,Undirected,11266,,,1,(urban 1059),none,(urban 5419),9.9,0,default,urbanangrycollectives,0,true
urban 1365,urban 1798,Undirected,11267,,,1,(urban 1365),none,(urban 1798),9.9,0,default,urbanangrycollectives,0,true
urban 4697,urban 5546,Undirected,11268,,,1,(urban 4697),none,(urban 5546),9.9,0,default,urbanangrycollectives,0,true
urban 3532,urban 4403,Undirected,11269,,,1,(urban 3532),none,(urban 4403),9.9,0,default,urbanangrycollectives,0,true
urban 2626,urban 4691,Undirected,11270,,,1,(urban 2626),none,(urban 4691),9.9,0,default,urbanangrycollectives,0,true
urban 5864,urban 6009,Undirected,11271,,,1,(urban 5864),none,(urban 6009),9.9,0,default,urbanangrycollectives,0,true
urban 4337,urban 5590,Undirected,11272,,,1,(urban 4337),none,(urban 5590),9.9,0,default,urbanangrycollectives,0,true
urban 597,urban 5000,Undirected,11273,,,1,(urban 597),none,(urban 5000),9.9,0,default,urbanangrycollectives,0,true
urban 5073,urban 5848,Undirected,11274,,,1,(urban 5073),none,(urban 5848),9.9,0,default,urbanangrycollectives,0,true
urban 809,urban 3928,Undirected,11275,,,1,(urban 809),none,(urban 3928),9.9,0,default,urbanangrycollectives,0,true
urban 2310,urban 5384,Undirected,11276,,,1,(urban 2310),none,(urban 5384),9.9,0,default,urbanangrycollectives,0,true
urban 1680,urban 2156,Undirected,11277,,,1,(urban 1680),none,(urban 2156),9.9,0,default,urbanangrycollectives,0,true
urban 809,urban 2366,Undirected,11278,,,1,(urban 809),none,(urban 2366),9.9,0,default,urbanangrycollectives,0,true
urban 4824,urban 5560,Undirected,11279,,,1,(urban 4824),none,(urban 5560),9.9,0,default,urbanangrycollectives,0,true
urban 377,urban 5901,Undirected,11280,,,1,(urban 377),none,(urban 5901),9.9,0,default,urbanangrycollectives,0,true
urban 1711,urban 3217,Undirected,11281,,,1,(urban 1711),none,(urban 3217),9.9,0,default,urbanangrycollectives,0,true
urban 3511,urban 4319,Undirected,11282,,,1,(urban 3511),none,(urban 4319),9.9,0,default,urbanangrycollectives,0,true
urban 726,urban 5506,Undirected,11283,,,1,(urban 726),none,(urban 5506),9.9,0,default,urbanangrycollectives,0,true
urban 1126,urban 1675,Undirected,11284,,,1,(urban 1126),none,(urban 1675),9.9,0,default,urbanangrycollectives,0,true
urban 2950,urban 6083,Undirected,11285,,,1,(urban 2950),none,(urban 6083),9.9,0,default,urbanangrycollectives,0,true
urban 2444,urban 3767,Undirected,11286,,,1,(urban 2444),none,(urban 3767),9.9,0,default,urbanangrycollectives,0,true
urban 5847,urban 6253,Undirected,11287,,,1,(urban 5847),none,(urban 6253),9.9,0,default,urbanangrycollectives,0,true
urban 1162,urban 2294,Undirected,11288,,,1,(urban 1162),none,(urban 2294),9.9,0,default,urbanangrycollectives,0,true
urban 4241,urban 5592,Undirected,11289,,,1,(urban 4241),none,(urban 5592),9.9,0,default,urbanangrycollectives,0,true
urban 972,urban 5875,Undirected,11290,,,1,(urban 972),none,(urban 5875),9.9,0,default,urbanangrycollectives,0,true
urban 1398,urban 1740,Undirected,11291,,,1,(urban 1398),none,(urban 1740),9.9,0,default,urbanangrycollectives,0,true
urban 1377,urban 4907,Undirected,11292,,,1,(urban 1377),none,(urban 4907),9.9,0,default,urbanangrycollectives,0,true
urban 413,urban 5428,Undirected,11293,,,1,(urban 413),none,(urban 5428),9.9,0,default,urbanangrycollectives,0,true
urban 1461,urban 4704,Undirected,11294,,,1,(urban 1461),none,(urban 4704),9.9,0,default,urbanangrycollectives,0,true
urban 3652,urban 6246,Undirected,11295,,,1,(urban 3652),none,(urban 6246),9.9,0,default,urbanangrycollectives,0,true
urban 3831,urban 6128,Undirected,11296,,,1,(urban 3831),none,(urban 6128),9.9,0,default,urbanangrycollectives,0,true
urban 781,urban 3726,Undirected,11297,,,1,(urban 781),none,(urban 3726),9.9,0,default,urbanangrycollectives,0,true
urban 3547,urban 4087,Undirected,11298,,,1,(urban 3547),none,(urban 4087),9.9,0,default,urbanangrycollectives,0,true
urban 3317,urban 6245,Undirected,11299,,,1,(urban 3317),none,(urban 6245),9.9,0,default,urbanangrycollectives,0,true
urban 2725,urban 4688,Undirected,11300,,,1,(urban 2725),none,(urban 4688),9.9,0,default,urbanangrycollectives,0,true
urban 2682,urban 5557,Undirected,11301,,,1,(urban 2682),none,(urban 5557),9.9,0,default,urbanangrycollectives,0,true
urban 2529,urban 3111,Undirected,11302,,,1,(urban 2529),none,(urban 3111),9.9,0,default,urbanangrycollectives,0,true
urban 6046,urban 6303,Undirected,11303,,,1,(urban 6046),none,(urban 6303),9.9,0,default,urbanangrycollectives,0,true
urban 2516,urban 6213,Undirected,11304,,,1,(urban 2516),none,(urban 6213),9.9,0,default,urbanangrycollectives,0,true
urban 4886,urban 5588,Undirected,11305,,,1,(urban 4886),none,(urban 5588),9.9,0,default,urbanangrycollectives,0,true
urban 1206,urban 1917,Undirected,11306,,,1,(urban 1206),none,(urban 1917),9.9,0,default,urbanangrycollectives,0,true
urban 3268,urban 6113,Undirected,11307,,,1,(urban 3268),none,(urban 6113),9.9,0,default,urbanangrycollectives,0,true
urban 5500,urban 5551,Undirected,11308,,,1,(urban 5500),none,(urban 5551),9.9,0,default,urbanangrycollectives,0,true
urban 3304,urban 6186,Undirected,11309,,,1,(urban 3304),none,(urban 6186),9.9,0,default,urbanangrycollectives,0,true
urban 1222,urban 2320,Undirected,11310,,,1,(urban 1222),none,(urban 2320),9.9,0,default,urbanangrycollectives,0,true
urban 3338,urban 5588,Undirected,11311,,,1,(urban 3338),none,(urban 5588),9.9,0,default,urbanangrycollectives,0,true
urban 3207,urban 6008,Undirected,11312,,,1,(urban 3207),none,(urban 6008),9.9,0,default,urbanangrycollectives,0,true
urban 2948,urban 5367,Undirected,11313,,,1,(urban 2948),none,(urban 5367),9.9,0,default,urbanangrycollectives,0,true
urban 5584,urban 6104,Undirected,11314,,,1,(urban 5584),none,(urban 6104),9.9,0,default,urbanangrycollectives,0,true
urban 2704,urban 4830,Undirected,11315,,,1,(urban 2704),none,(urban 4830),9.9,0,default,urbanangrycollectives,0,true
urban 676,urban 4301,Undirected,11316,,,1,(urban 676),none,(urban 4301),9.9,0,default,urbanangrycollectives,0,true
urban 632,urban 5146,Undirected,11317,,,1,(urban 632),none,(urban 5146),9.9,0,default,urbanangrycollectives,0,true
urban 1961,urban 3931,Undirected,11318,,,1,(urban 1961),none,(urban 3931),9.9,0,default,urbanangrycollectives,0,true
urban 4090,urban 6205,Undirected,11319,,,1,(urban 4090),none,(urban 6205),9.9,0,default,urbanangrycollectives,0,true
urban 1681,urban 6059,Undirected,11320,,,1,(urban 1681),none,(urban 6059),9.9,0,default,urbanangrycollectives,0,true
urban 4291,urban 4358,Undirected,11321,,,1,(urban 4291),none,(urban 4358),9.9,0,default,urbanangrycollectives,0,true
urban 2877,urban 5766,Undirected,11322,,,1,(urban 2877),none,(urban 5766),9.9,0,default,urbanangrycollectives,0,true
urban 191,urban 1909,Undirected,11323,,,1,(urban 191),none,(urban 1909),9.9,0,default,urbanangrycollectives,0,true
urban 2242,urban 3143,Undirected,11324,,,1,(urban 2242),none,(urban 3143),9.9,0,default,urbanangrycollectives,0,true
urban 1664,urban 3692,Undirected,11325,,,1,(urban 1664),none,(urban 3692),9.9,0,default,urbanangrycollectives,0,true
urban 409,urban 1235,Undirected,11326,,,1,(urban 409),none,(urban 1235),9.9,0,default,urbanangrycollectives,0,true
urban 807,urban 5368,Undirected,11327,,,1,(urban 807),none,(urban 5368),9.9,0,default,urbanangrycollectives,0,true
urban 937,urban 2450,Undirected,11328,,,1,(urban 937),none,(urban 2450),9.9,0,default,urbanangrycollectives,0,true
urban 4909,urban 5048,Undirected,11329,,,1,(urban 4909),none,(urban 5048),9.9,0,default,urbanangrycollectives,0,true
urban 2136,urban 2950,Undirected,11330,,,1,(urban 2136),none,(urban 2950),9.9,0,default,urbanangrycollectives,0,true
urban 2801,urban 5292,Undirected,11331,,,1,(urban 2801),none,(urban 5292),9.9,0,default,urbanangrycollectives,0,true
urban 3213,urban 5245,Undirected,11332,,,1,(urban 3213),none,(urban 5245),9.9,0,default,urbanangrycollectives,0,true
urban 335,urban 3262,Undirected,11333,,,1,(urban 335),none,(urban 3262),9.9,0,default,urbanangrycollectives,0,true
urban 1397,urban 4817,Undirected,11334,,,1,(urban 1397),none,(urban 4817),9.9,0,default,urbanangrycollectives,0,true
urban 1844,urban 5817,Undirected,11335,,,1,(urban 1844),none,(urban 5817),9.9,0,default,urbanangrycollectives,0,true
urban 985,urban 2799,Undirected,11336,,,1,(urban 985),none,(urban 2799),9.9,0,default,urbanangrycollectives,0,true
urban 2453,urban 5002,Undirected,11337,,,1,(urban 2453),none,(urban 5002),9.9,0,default,urbanangrycollectives,0,true
urban 4445,urban 4828,Undirected,11338,,,1,(urban 4445),none,(urban 4828),9.9,0,default,urbanangrycollectives,0,true
urban 772,urban 5221,Undirected,11339,,,1,(urban 772),none,(urban 5221),9.9,0,default,urbanangrycollectives,0,true
urban 3142,urban 4616,Undirected,11340,,,1,(urban 3142),none,(urban 4616),9.9,0,default,urbanangrycollectives,0,true
urban 2959,urban 6112,Undirected,11341,,,1,(urban 2959),none,(urban 6112),9.9,0,default,urbanangrycollectives,0,true
urban 1944,urban 2125,Undirected,11342,,,1,(urban 1944),none,(urban 2125),9.9,0,default,urbanangrycollectives,0,true
urban 1543,urban 6008,Undirected,11343,,,1,(urban 1543),none,(urban 6008),9.9,0,default,urbanangrycollectives,0,true
urban 2502,urban 4802,Undirected,11344,,,1,(urban 2502),none,(urban 4802),9.9,0,default,urbanangrycollectives,0,true
urban 2229,urban 5583,Undirected,11345,,,1,(urban 2229),none,(urban 5583),9.9,0,default,urbanangrycollectives,0,true
urban 1769,urban 5546,Undirected,11346,,,1,(urban 1769),none,(urban 5546),9.9,0,default,urbanangrycollectives,0,true
urban 5043,urban 5367,Undirected,11347,,,1,(urban 5043),none,(urban 5367),9.9,0,default,urbanangrycollectives,0,true
urban 186,urban 3909,Undirected,11348,,,1,(urban 186),none,(urban 3909),9.9,0,default,urbanangrycollectives,0,true
urban 1308,urban 2599,Undirected,11349,,,1,(urban 1308),none,(urban 2599),9.9,0,default,urbanangrycollectives,0,true
urban 5054,urban 5880,Undirected,11350,,,1,(urban 5054),none,(urban 5880),9.9,0,default,urbanangrycollectives,0,true
urban 427,urban 1707,Undirected,11351,,,1,(urban 427),none,(urban 1707),9.9,0,default,urbanangrycollectives,0,true
urban 2431,urban 4513,Undirected,11352,,,1,(urban 2431),none,(urban 4513),9.9,0,default,urbanangrycollectives,0,true
urban 2027,urban 3657,Undirected,11353,,,1,(urban 2027),none,(urban 3657),9.9,0,default,urbanangrycollectives,0,true
urban 1242,urban 5596,Undirected,11354,,,1,(urban 1242),none,(urban 5596),9.9,0,default,urbanangrycollectives,0,true
urban 2210,urban 4668,Undirected,11355,,,1,(urban 2210),none,(urban 4668),9.9,0,default,urbanangrycollectives,0,true
urban 2710,urban 4182,Undirected,11356,,,1,(urban 2710),none,(urban 4182),9.9,0,default,urbanangrycollectives,0,true
urban 2696,urban 6237,Undirected,11357,,,1,(urban 2696),none,(urban 6237),9.9,0,default,urbanangrycollectives,0,true
urban 2444,urban 3345,Undirected,11358,,,1,(urban 2444),none,(urban 3345),9.9,0,default,urbanangrycollectives,0,true
urban 617,urban 4359,Undirected,11359,,,1,(urban 617),none,(urban 4359),9.9,0,default,urbanangrycollectives,0,true
urban 3424,urban 4689,Undirected,11360,,,1,(urban 3424),none,(urban 4689),9.9,0,default,urbanangrycollectives,0,true
urban 2011,urban 5774,Undirected,11361,,,1,(urban 2011),none,(urban 5774),9.9,0,default,urbanangrycollectives,0,true
urban 1850,urban 4401,Undirected,11362,,,1,(urban 1850),none,(urban 4401),9.9,0,default,urbanangrycollectives,0,true
urban 1798,urban 1957,Undirected,11363,,,1,(urban 1798),none,(urban 1957),9.9,0,default,urbanangrycollectives,0,true
urban 3801,urban 5106,Undirected,11364,,,1,(urban 3801),none,(urban 5106),9.9,0,default,urbanangrycollectives,0,true
